category,reviews,size,installs,price,suitable_for,last_update,latest_ver,popularity
FAMILY,1616,3.0M,"500,000+",0,Everyone,"January 8, 2017",7.0,Low
PRODUCTIVITY,5,7.0M,100+,$4.99,Everyone,"February 11, 2014",1.3,Low
TOOLS,2,2.7M,100+,0,Everyone,"October 10, 2017",1.0.1,Low
COMICS,93965,15M,"5,000,000+",0,Teen,"July 3, 2018",6.3.0,Low
FAMILY,53,82M,"10,000+",0,Everyone,"March 17, 2018",1.0.1,Low
PHOTOGRAPHY,118,26M,"50,000+",0,Everyone,"July 24, 2018",1.3.5,Low
TOOLS,999,91k,"100,000+",0,Everyone,"December 17, 2013",3.2,Low
BOOKS_AND_REFERENCE,5,8.2M,"1,000+",0,Everyone,"October 21, 2017",1.5,Low
MAPS_AND_NAVIGATION,555,31M,"50,000+",0,Everyone,"December 20, 2017",2.1.2,Low
NEWS_AND_MAGAZINES,254,38M,"10,000+",0,Everyone 10+,"June 20, 2018",5.9.5,Low
BUSINESS,358,2.0M,"50,000+",0,Everyone,"September 18, 2017",1.4.1,Low
TOOLS,130,143k,"5,000+",$4.99,Everyone,"March 14, 2015",1.1,Low
FAMILY,16,33M,500+,0,Everyone,"July 6, 2017",1.2,Low
FINANCE,19,2.2M,"5,000+",0,Everyone,"June 26, 2017",1.6,Low
TRAVEL_AND_LOCAL,852,37M,"100,000+",0,Everyone,"July 31, 2018",2.2.1,Low
LIFESTYLE,543,94M,"50,000+",0,Everyone,"July 2, 2018",1.4.1.0629,Low
LIFESTYLE,4260,6.3M,"5,000,000+",0,Everyone,"August 8, 2017",6.1,Low
FAMILY,1218,1.0M,"100,000+",0,Everyone,"August 24, 2012",1.0,Low
AUTO_AND_VEHICLES,14,4.6M,"1,000+",0,Everyone,"February 9, 2018",16.00,Low
BUSINESS,41,20M,"10,000+",0,Everyone,"December 20, 2017",1.1,Low
NEWS_AND_MAGAZINES,202,38M,"10,000+",0,Everyone 10+,"June 20, 2018",5.9.5,Low
NEWS_AND_MAGAZINES,23,33M,"1,000+",0,Everyone,"June 6, 2018",1.4.0,Low
BUSINESS,104,5.3M,"10,000+",0,Everyone,"May 14, 2015",2.0,Low
FINANCE,72,2.4M,"10,000+",0,Everyone,"February 13, 2018",2.0.9,Low
FAMILY,2,22M,50+,$2.99,Everyone,"March 20, 2017",1.1,Low
HEALTH_AND_FITNESS,4,28M,"1,000+",0,Everyone,"February 1, 2018",1.1.3,Low
FAMILY,2802,15M,"100,000+",0,Teen,"July 11, 2018",5.0,Low
COMICS,115,9.1M,"10,000+",0,Mature 17+,"July 13, 2018",5.0.12,Low
SOCIAL,16,2.6M,"1,000+",0,Everyone,"June 30, 2016",1.0,Low
TOOLS,138,141k,"5,000+",$4.99,Everyone,"March 5, 2015",1.6,Low
MAPS_AND_NAVIGATION,1147,19M,"100,000+",0,Everyone,"May 28, 2018",1.0.3.8,Low
FAMILY,76,14M,"5,000+",0,Everyone,"February 13, 2014",2.2.1,Low
TOOLS,39,8.9M,"1,000+",0,Everyone,"December 7, 2017",1.1.4,Low
LIFESTYLE,4082,318k,"500,000+",0,Everyone,"October 16, 2014",1.0,Low
PHOTOGRAPHY,1307,6.6M,"500,000+",0,Everyone,"February 24, 2017",1.8,Low
FAMILY,10,5.2M,"1,000+",0,Everyone,"February 8, 2017",1.0.0,Low
FAMILY,2,33M,100+,0,Everyone,"July 18, 2018",1.0,Low
BUSINESS,9,3.4M,"1,000+",0,Everyone,"June 9, 2017",1.1.12,Low
VIDEO_PLAYERS,197,9.8M,"10,000+",0,Everyone,"February 5, 2017",1.0,Low
FAMILY,304,4.7M,"10,000+",0,Teen,"February 14, 2018",1.0.2,Low
FAMILY,17,246k,"1,000+",0,Everyone,"November 21, 2014",1.0,Low
AUTO_AND_VEHICLES,83,4.8M,"5,000+",0,Everyone,"July 29, 2018",1.0.12,Low
HEALTH_AND_FITNESS,114,1.6M,"10,000+",0,Everyone,"June 20, 2018",20180620,Low
COMMUNICATION,223,1.0M,"5,000+",$1.49,Everyone,"July 26, 2014",1.3,Low
TOOLS,3988,11M,"1,000,000+",0,Everyone,"December 22, 2015",1.0.5,Low
FAMILY,12,13M,"1,000+",0,Everyone,"February 3, 2018",1.3.4,Low
FAMILY,407,306k,"50,000+",0,Mature 17+,"April 11, 2017",1.0,Low
MEDICAL,19,2.2M,"5,000+",0,Everyone,"May 12, 2018",1.4.15,Low
GAME,4416,59M,"500,000+",0,Teen,"January 18, 2017",2.1.7,Low
FAMILY,246,35M,"50,000+",0,Teen,"September 23, 2016",1.0,Low
SOCIAL,20675,96M,"1,000,000+",0,Teen,"August 2, 2018",4.4.0,Low
GAME,1976,21M,"100,000+",0,Teen,"March 3, 2018",1.6,Low
DATING,1093,5.8M,"100,000+",0,Mature 17+,"January 28, 2017",1.6.6,Low
GAME,2071,36M,"100,000+",0,Everyone,"June 29, 2018",1.0.3,Low
LIFESTYLE,41,2.9M,"1,000+",$379.99,Everyone,"July 1, 2018",1.0,Low
SPORTS,1520,6.3M,"50,000+",0,Everyone,"April 17, 2018",3.7,Low
LIFESTYLE,81,7.7M,"10,000+",0,Everyone,"March 6, 2018",2.0.0.18.03.01,Low
FAMILY,2714,52M,"500,000+",0,Mature 17+,"November 19, 2017",1.1.8,Low
NEWS_AND_MAGAZINES,41490,25M,"5,000,000+",0,Teen,"July 24, 2018",4.6.0,Low
FAMILY,740,20M,"100,000+",0,Teen,"May 24, 2018",3.3.1.41,Low
GAME,1015,643k,"100,000+",0,Everyone,"November 11, 2015",1.3,Low
GAME,14823,40M,"1,000,000+",0,Teen,"February 15, 2017",4.0,Low
PRODUCTIVITY,12,2.2M,"1,000+",0,Everyone,"March 26, 2015",1.0.0.0,Low
PHOTOGRAPHY,20,4.3M,"1,000+",$2.99,Everyone,"June 18, 2018",1.4.7,Low
FAMILY,7,2.1M,100+,$3.99,Everyone,"March 23, 2017",1.0,Low
VIDEO_PLAYERS,78,322k,"10,000+",0,Everyone,"September 19, 2013",1.3,Low
NEWS_AND_MAGAZINES,124,12M,"10,000+",0,Everyone,"June 29, 2018",4.9.0,Low
TOOLS,53,3.4M,"1,000+",$1.49,Everyone,"May 19, 2018",1.91,Low
FAMILY,4,8.0M,"1,000+",0,Everyone,"June 8, 2017",1,Low
BOOKS_AND_REFERENCE,2539,8.6M,"500,000+",0,Everyone,"July 26, 2018",1.1.6,Low
HEALTH_AND_FITNESS,32,9.6M,"1,000+",0,Everyone,"May 22, 2018",5.9,Low
PRODUCTIVITY,617,46M,"100,000+",0,Everyone,"April 17, 2018",1.5.3,Low
FINANCE,204,29M,"10,000+",0,Everyone,"May 9, 2018",18.1.79,Low
TRAVEL_AND_LOCAL,69,31M,"10,000+",0,Everyone,"June 11, 2018",3.4.1,Low
BOOKS_AND_REFERENCE,15,12M,"1,000+",0,Everyone,"November 17, 2017",1.2,Low
SOCIAL,3640,9.1M,"500,000+",0,Mature 17+,"June 13, 2016",3.1.9,Low
TOOLS,163997,16M,"10,000,000+",0,Everyone,"August 5, 2018",5.36,Low
VIDEO_PLAYERS,32,33M,"5,000+",0,Everyone,"July 9, 2018",3.1.0,Low
NEWS_AND_MAGAZINES,636,1.4M,"100,000+",0,Everyone,"June 8, 2018",1.12.2,Low
FAMILY,2580,53M,"100,000+",0,Everyone,"July 6, 2018",10,Low
COMMUNICATION,10,3.8M,100+,$1.49,Everyone,"May 12, 2018",2.1.4,Low
FAMILY,606,42M,"50,000+",0,Everyone 10+,"August 16, 2016",1.2,Low
GAME,33,3.1M,"1,000+",0,Everyone,"December 25, 2017",1.10,Low
MEDICAL,1838,21M,"100,000+",0,Everyone,"July 2, 2018",2.11.0,Low
TOOLS,427,9.5M,"100,000+",0,Everyone,"May 4, 2018",1.7.6,Low
MEDICAL,315,22M,"100,000+",0,Everyone,"October 10, 2017",1.0.02,Low
DATING,31320,53M,"5,000,000+",0,Mature 17+,"July 30, 2018",6.6.5,Low
MEDICAL,51,2.4M,"1,000+",$29.99,Everyone,"October 22, 2014",2.0.2,Low
TOOLS,67,65M,"10,000+",0,Everyone,"June 2, 2017",1.0.8,Low
LIFESTYLE,377,6.1M,"100,000+",0,Everyone,"March 21, 2017",1.1.4,Low
BUSINESS,322,1.5M,"50,000+",0,Everyone,"March 28, 2017",2.13,Low
COMMUNICATION,497,36M,"100,000+",0,Everyone,"July 17, 2018",8.6.2,Low
MEDICAL,30,887k,500+,0,Everyone,"May 27, 2016",1.1,Low
FAMILY,31596,31M,"5,000,000+",0,Teen,"December 23, 2016",1.5,Low
TOOLS,27,5.0M,"5,000+",0,Everyone,"May 31, 2018",10.1.0,Low
SHOPPING,4,1.2M,"1,000+",0,Everyone,"July 1, 2018",10.0,Low
HEALTH_AND_FITNESS,44,49M,"1,000+",0,Everyone,"August 1, 2018",1.0.1,Low
FAMILY,20843,14M,"1,000,000+",0,Teen,"August 2, 2018",3.3.85.2,Low
MEDICAL,35,24M,"1,000+",$15.46,Everyone,"May 27, 2015",2.0.3,Low
HEALTH_AND_FITNESS,3,9.4M,100+,0,Everyone 10+,"June 28, 2018",7.4.8,Low
FAMILY,79,33M,"5,000+",0,Everyone,"May 27, 2015",1.03,Low
TOOLS,35,916k,"1,000+",0,Everyone,"October 23, 2017",0.2,Low
FINANCE,139,3.3M,"10,000+",0,Everyone,"June 19, 2017",3.0.5,Low
HEALTH_AND_FITNESS,224,371k,"10,000+",0,Everyone,"July 9, 2014",1.2.6,Low
FAMILY,9126,5.8M,"1,000,000+",0,Everyone,"June 8, 2016",1.0.9,Low
BOOKS_AND_REFERENCE,50,4.9M,"1,000+",$1.99,Everyone,"February 22, 2017",2.0,Low
TOOLS,30,22M,"5,000+",0,Everyone,"June 7, 2017",1.2.2,Low
MEDICAL,1,29M,50+,0,Everyone,"June 27, 2017",7.9.0.5192,Low
TOOLS,13,3.0M,"1,000+",0,Everyone,"July 18, 2017",1.01,Low
AUTO_AND_VEHICLES,46,6.6M,"1,000+",0,Everyone,"June 26, 2018",3.4,Low
FAMILY,4114,14M,"100,000+",0,Everyone,"July 10, 2018",3.29,Low
BUSINESS,87,26M,"5,000+",0,Everyone,"April 26, 2018",1.6.0.0,Low
TOOLS,472,2.0M,"100,000+",0,Everyone,"October 17, 2017",1.3,Low
PHOTOGRAPHY,13,7.9M,"1,000+",0,Everyone,"January 29, 2018",1.2.0.9,Low
TOOLS,43,2.3M,"5,000+",0,Everyone,"October 10, 2017",3.1.8,Low
FAMILY,1242,14M,"50,000+",0,Everyone,"April 24, 2018",1.7.0,Low
HEALTH_AND_FITNESS,10,3.3M,"1,000+",0,Everyone,"April 5, 2018",1.8,Low
PRODUCTIVITY,63,1.8M,"5,000+",0,Everyone,"September 27, 2016",2.0.1027,Low
FAMILY,33178,3.1M,"1,000,000+",0,Everyone,"February 2, 2015",1.0.5,Low
PERSONALIZATION,8,5.3M,100+,0,Everyone,"June 5, 2015",1.1,Low
MAPS_AND_NAVIGATION,168,53M,"10,000+",0,Everyone,"May 1, 2018",3.19.34,Low
GAME,23,37M,"1,000+",$0.99,Everyone,"December 27, 2017",2.2.1,Low
SPORTS,4057,26M,"500,000+",0,Everyone,"May 10, 2018",3.2.12,Low
SPORTS,17,14M,"1,000+",0,Everyone,"December 21, 2017",1.0.0,Low
GAME,1995,43M,"100,000+",0,Everyone,"June 28, 2016",1.2.2,Low
DATING,13890,20M,"500,000+",0,Mature 17+,"June 19, 2018",4.9.2,Low
PHOTOGRAPHY,3032,2.8M,"500,000+",0,Everyone,"December 8, 2017",1.3,Low
PRODUCTIVITY,16,293k,100+,$6.49,Everyone,"May 3, 2014",1.0,Low
VIDEO_PLAYERS,30,15M,"5,000+",0,Everyone,"July 25, 2018",3.1.0.1.4,Low
DATING,1,5.5M,500+,0,Mature 17+,"July 19, 2018",1.0,Low
FAMILY,14,11M,"1,000+",0,Everyone,"January 19, 2015",1.2,Low
FINANCE,2,7.2M,"1,000+",0,Everyone,"July 25, 2017",1.0.1,Low
BUSINESS,20973,31M,"5,000,000+",0,Everyone,"August 1, 2018",8.2.0.84,Low
FAMILY,6,2.9M,"1,000+",0,Everyone,"April 25, 2017",1.0.1,Low
FAMILY,17,32M,"1,000+",0,Everyone,"March 7, 2018",1.1,Low
PRODUCTIVITY,43,48M,"1,000+",0,Everyone,"June 18, 2018",1.2,Low
TOOLS,29854,5.0M,"1,000,000+",0,Everyone,"July 19, 2017",5.0,Low
LIFESTYLE,11,6.2M,"1,000+",0,Everyone,"June 12, 2018",2.4.78,Low
FAMILY,429,18M,"10,000+",0,Everyone,"July 6, 2018",3.9.1,Low
FINANCE,191,10M,"10,000+",0,Everyone,"January 25, 2018",4.5.6,Low
HOUSE_AND_HOME,1450,9.7M,"100,000+",0,Everyone,"November 5, 2013",2.4,Low
FAMILY,30,318k,"5,000+",0,Everyone,"October 1, 2013",1.2,Low
WEATHER,2000,14M,"100,000+",0,Everyone,"July 31, 2018",4.1.12,Low
FAMILY,89,35M,"10,000+",0,Everyone,"July 23, 2018",1.10.0,Low
FAMILY,4288,10M,"500,000+",0,Everyone,"April 23, 2018",1.2.3.4.5,Low
COMMUNICATION,560,37M,"10,000+",0,Everyone,"July 25, 2018",1.0.21,Low
FAMILY,355837,3.7M,"10,000,000+",0,Everyone,"December 7, 2016",14.0,Low
HEALTH_AND_FITNESS,13,3.3M,"1,000+",0,Everyone,"October 13, 2015",1.1.4,Low
GAME,46801,60M,"1,000,000+",0,Everyone,"August 3, 2018",3.4.6,Low
LIFESTYLE,86,29M,"10,000+",0,Everyone,"July 17, 2018",3.0.3,Low
SPORTS,78442,25M,"5,000,000+",0,Everyone,"June 22, 2018",5.12.4,Low
COMICS,4205,10M,"100,000+",0,Teen,"July 13, 2018",1.77,Low
BOOKS_AND_REFERENCE,1862,19M,"1,000,000+",0,Everyone,"April 27, 2018",2.2.5,Low
FAMILY,1073,5.9M,"100,000+",0,Everyone,"June 8, 2016",1.0.4,Low
TOOLS,1960,2.7M,"1,000,000+",0,Everyone,"August 4, 2018",2.5,Low
FAMILY,513,34M,"100,000+",0,Everyone,"December 5, 2017",1.0,Low
FINANCE,207,2.9M,"10,000+",0,Everyone,"February 16, 2018",1.0.0.9,Low
TRAVEL_AND_LOCAL,9,70M,"1,000+",0,Everyone,"April 6, 2018",1.0.1.8,Low
MEDICAL,1,2.3M,100+,0,Everyone,"December 14, 2016",1.1.3,Low
SOCIAL,5,2.6M,"1,000+",0,Teen,"February 15, 2018",1.0.0.4,Low
FAMILY,9335,12M,"1,000,000+",0,Everyone,"November 26, 2017",1.2,Low
VIDEO_PLAYERS,1261,2.5M,"10,000+",0,Everyone,"October 30, 2014",1.0,Low
MEDICAL,32,8.5M,"5,000+",0,Everyone,"November 21, 2017",1.5,Low
PERSONALIZATION,159,257k,"10,000+",0,Everyone,"August 16, 2013",1.0,Low
FOOD_AND_DRINK,6507,18M,"1,000,000+",0,Everyone,"April 12, 2018",5.7.0,Low
BOOKS_AND_REFERENCE,68,87M,"5,000+",0,Everyone,"May 2, 2018",1.0.0.22,Low
FAMILY,642,26M,"10,000+",$1.99,Everyone 10+,"August 11, 2015",1.0.2,Low
FAMILY,192,66M,"10,000+",0,Everyone,"July 7, 2017",1.1.6,Low
GAME,25825,16M,"5,000,000+",0,Everyone,"May 22, 2018",1.3.3,Low
FINANCE,320,23M,"10,000+",0,Everyone,"June 14, 2018",2.13.11,Low
FAMILY,208,13M,"10,000+",0,Everyone,"June 29, 2018",1.2.1,Low
FAMILY,210,4.0M,"10,000+",0,Everyone,"June 25, 2017",2.0,Low
FOOD_AND_DRINK,155,20M,"10,000+",0,Everyone,"April 4, 2018",4.94.19,Low
FAMILY,9,21M,"1,000+",0,Everyone,"July 27, 2018",5.33.3669,Low
PRODUCTIVITY,3930,18M,"1,000,000+",0,Everyone,"March 22, 2018",3.0.0,Low
PERSONALIZATION,730,2.3M,"100,000+",0,Everyone,"November 18, 2013",1.95,Low
BOOKS_AND_REFERENCE,10,3.0M,"5,000+",0,Everyone,"November 10, 2017",1.0,Low
SHOPPING,6697,11M,"500,000+",0,Everyone,"February 1, 2018",4.2.1,Low
FAMILY,1734,5.8M,"500,000+",0,Everyone,"June 8, 2016",1.0.3,Low
FAMILY,4,19M,"1,000+",0,Everyone,"February 7, 2018",3.0.1,Low
BUSINESS,7,1.3M,"1,000+",0,Everyone,"July 22, 2016",1.0,Low
FAMILY,2,33M,100+,0,Everyone,"December 14, 2017",3.0,Low
PERSONALIZATION,12,4.9M,500+,0,Everyone,"May 30, 2018",2.0,Low
PHOTOGRAPHY,3492,17M,"5,000,000+",0,Everyone,"June 14, 2018",1.5.3.8,Low
SOCIAL,90,30M,"10,000+",0,Mature 17+,"July 9, 2018",1.0,Low
LIFESTYLE,292,20M,"50,000+",0,Everyone,"December 18, 2017",3.1.3,Low
DATING,149,16M,"10,000+",0,Mature 17+,"July 31, 2018",4.8.5,Low
FAMILY,16,1.2M,500+,0,Everyone,"March 31, 2016",1.0,Low
HEALTH_AND_FITNESS,2256,1.6M,"500,000+",0,Everyone,"July 31, 2014",1.1.0,Low
BUSINESS,2915,3.3M,"500,000+",0,Everyone,"November 3, 2017",1.0.2,Low
BOOKS_AND_REFERENCE,29,17M,"1,000+",0,Everyone,"July 15, 2016",2.0,Low
LIFESTYLE,2390,35M,"100,000+",0,Everyone,"July 17, 2018",1.8.4.7,Low
GAME,48,13M,"10,000+",0,Teen,"April 10, 2016",1.0.1,Low
FAMILY,24,4.8M,"5,000+",0,Everyone,"July 28, 2018",1.1,Low
GAME,1486,14M,"100,000+",0,Everyone,"August 3, 2018",2.4.8,Low
PHOTOGRAPHY,181,10M,"10,000+",0,Everyone,"January 13, 2016",1.1.5,Low
PRODUCTIVITY,160,7.6M,"10,000+",0,Everyone,"July 27, 2018",4.5.24,Low
BUSINESS,31,54M,"10,000+",0,Everyone,"April 4, 2018",2.6,Low
PHOTOGRAPHY,66,8.9M,"10,000+",0,Everyone,"November 16, 2016",1.0.2,Low
TOOLS,395,2.6M,"100,000+",0,Everyone,"August 5, 2018",4.2,Low
SPORTS,172373,47M,"10,000,000+",0,Everyone,"July 12, 2018",1.3,Low
VIDEO_PLAYERS,6716,4.7M,"500,000+",0,Mature 17+,"June 25, 2018",3.0.6,Low
FAMILY,707,15M,"100,000+",0,Everyone,"November 20, 2014",2.1.1,Low
FOOD_AND_DRINK,10741,41M,"1,000,000+",0,Everyone,"July 23, 2018",5.2.2,Low
FINANCE,100,11M,"10,000+",0,Everyone,"June 13, 2017",3.0.830,Low
BUSINESS,287,9.8M,"50,000+",0,Everyone,"October 26, 2015",1.0.0.32,Low
TOOLS,198,2.8M,"100,000+",0,Everyone,"April 22, 2014",9.7.753080,Low
BEAUTY,40,13M,"10,000+",0,Everyone,"April 11, 2018",20,Low
FAMILY,2,21M,"1,000+",0,Everyone,"July 27, 2018",5.33.3669,Low
MEDICAL,18,45M,"1,000+",0,Everyone,"June 5, 2018",1.2.4,Low
EDUCATION,1405,7.3M,"100,000+",0,Everyone,"March 29, 2018",2.4.4,Low
VIDEO_PLAYERS,12,2.9M,500+,0,Everyone,"October 20, 2015",1.7,Low
FAMILY,6,3.2M,"1,000+",0,Everyone,"July 3, 2017",1.0,Low
FAMILY,13,42M,100+,$0.99,Everyone,"September 16, 2016",1.0.5,Low
FINANCE,252,18M,"10,000+",0,Everyone,"October 11, 2017",1.4.1033,Low
MEDICAL,41,14M,"1,000+",$9.99,Everyone,"May 6, 2015",1.3.4,Low
TOOLS,71852,22M,"5,000,000+",0,Everyone,"May 23, 2018",1.12.0,Low
TOOLS,3491,7.3M,"1,000,000+",0,Everyone,"July 31, 2018",3.15,Low
DATING,3,3.9M,100+,0,Mature 17+,"July 17, 2018",1.0.0,Low
AUTO_AND_VEHICLES,5,9.0M,"1,000+",0,Everyone,"May 8, 2018",1.0.0,Low
PRODUCTIVITY,626,1.2M,"100,000+",0,Everyone,"June 23, 2015",1.1,Low
TOOLS,75336,544k,"1,000,000+",0,Everyone,"February 5, 2016",1.3,Low
PRODUCTIVITY,91,2.8M,"5,000+",0,Everyone,"July 16, 2018",0.0.52,Low
DATING,2,17M,100+,$7.99,Mature 17+,"January 21, 2017",1.0.1,Low
COMMUNICATION,78,2.5M,"10,000+",0,Everyone,"March 31, 2018",4.5,Low
MAPS_AND_NAVIGATION,19,6.0M,"5,000+",0,Everyone,"July 12, 2017",1.2,Low
PHOTOGRAPHY,8,2.4M,"1,000+",0,Everyone,"November 21, 2017",1.0,Low
GAME,152102,18M,"10,000,000+",0,Teen,"June 30, 2018",4.16,Low
FINANCE,62,17M,"10,000+",0,Everyone,"June 26, 2017",0.1.8,Low
TOOLS,54,20M,"5,000+",0,Everyone,"June 7, 2018",1.1.2,Low
AUTO_AND_VEHICLES,9,8.4M,100+,0,Everyone,"March 23, 2018",2.2.0,Low
TOOLS,59,1.8M,"10,000+",0,Everyone,"October 19, 2017",2.3.1,Low
BUSINESS,22,4.1M,"1,000+",0,Everyone,"May 23, 2017",1.9,Low
FINANCE,256,28M,"10,000+",0,Everyone,"November 2, 2017",200,Low
MEDICAL,83,3.2M,"10,000+",0,Everyone,"July 30, 2018",6.6,Low
TRAVEL_AND_LOCAL,83,6.7M,"50,000+",0,Everyone,"July 5, 2018",1.0.17.3905,Low
BUSINESS,97,9.9M,"10,000+",0,Everyone,"June 13, 2018",4.5.9,Low
LIFESTYLE,17,3.1M,"5,000+",0,Everyone,"July 29, 2018",1.1,Low
TOOLS,4786,13M,"500,000+",0,Everyone,"May 24, 2018",1.2.84,Low
COMMUNICATION,83,13M,"10,000+",0,Everyone,"April 26, 2018",2.4.0,Low
SPORTS,2,26M,5+,0,Everyone,"February 21, 2018",1.0,Low
TOOLS,17,523k,"1,000+",0,Everyone,"October 10, 2014",1.8.2014.10.10.11.10.51.0400,Low
FAMILY,4,21M,"1,000+",0,Everyone,"September 22, 2017",1.1,Low
TOOLS,2889,2.5M,"500,000+",0,Everyone,"July 27, 2016",1.1.0,Low
MAPS_AND_NAVIGATION,8,32M,"1,000+",0,Everyone,"August 1, 2017",2.0.0,Low
NEWS_AND_MAGAZINES,6066,56M,"1,000,000+",0,Everyone,"April 16, 2018",2.1.4,Low
LIBRARIES_AND_DEMO,1919,8.1M,"500,000+",0,Everyone,"July 11, 2018",5.9.1,Low
VIDEO_PLAYERS,71,10M,"10,000+",0,Everyone,"July 18, 2018",3.08,Low
FAMILY,366,6.0M,"50,000+",0,Everyone,"January 5, 2018",1.0,Low
PHOTOGRAPHY,2,9.3M,100+,0,Everyone,"September 19, 2017",1.0.0,Low
TOOLS,2420,1.8M,"1,000,000+",0,Everyone,"June 3, 2016",1.1.8,Low
MAPS_AND_NAVIGATION,30,4.8M,"5,000+",0,Everyone,"February 17, 2016",1.2,Low
LIFESTYLE,28,121k,"1,000+",0,Everyone,"January 23, 2016",1.0.0.8,Low
FAMILY,5,5.2M,"1,000+",0,Everyone,"December 2, 2017",4.0,Low
LIFESTYLE,7578,25M,"1,000,000+",0,Everyone,"July 24, 2018",3.98,Low
TOOLS,21592,25M,"10,000,000+",0,Everyone,"October 24, 2017",10.1.1,Low
PRODUCTIVITY,11200,11M,"5,000,000+",0,Everyone,"July 23, 2018",3.1.1,Low
TOOLS,24,4.7M,"10,000+",0,Everyone,"April 11, 2016",1.0,Low
MEDICAL,3707,10M,"500,000+",0,Everyone,"July 28, 2018",4.36,Low
TOOLS,247,8.2M,"10,000+",0,Everyone,"March 15, 2017",1.0.6,Low
LIFESTYLE,3,2.6M,500+,0,Everyone,"January 12, 2016",1.0,Low
SPORTS,50179,23M,"1,000,000+",0,Everyone,"August 2, 2018",2.5.7.1,Low
LIFESTYLE,2,3.0M,100+,0,Everyone,"June 7, 2018",3.9.9.2,Low
FAMILY,353,2.3M,"100,000+",0,Everyone,"December 4, 2017",1.0,Low
PRODUCTIVITY,19,4.5M,500+,$8.99,Everyone,"November 3, 2016",1.0.8,Low
FINANCE,472,965k,"5,000+",$399.99,Everyone,"May 1, 2017",3.4,Low
VIDEO_PLAYERS,13205,44M,"1,000,000+",0,Teen,"July 31, 2018",6.2.2.17136,Low
HEALTH_AND_FITNESS,186,25M,"10,000+",0,Everyone,"May 19, 2018",1.1.0,Low
VIDEO_PLAYERS,39,12M,"10,000+",0,Everyone,"March 18, 2016",2.0,Low
VIDEO_PLAYERS,4334,4.9M,"100,000+",0,Everyone,"November 4, 2015",3.1.891,Low
FAMILY,3270,1.8M,"500,000+",0,Everyone,"August 18, 2015",1.0,Low
HEALTH_AND_FITNESS,3,2.4M,"1,000+",0,Everyone,"July 18, 2018",6.0,Low
MEDICAL,2657,24M,"500,000+",0,Everyone,"July 27, 2018",8.0.226,Low
FAMILY,21,57M,"1,000+",0,Everyone,"April 6, 2018",1.0.0.5,Low
MAPS_AND_NAVIGATION,89,2.3M,"10,000+",0,Mature 17+,"July 31, 2018",1.0.10.5,Low
SHOPPING,2,1.3M,100+,0,Everyone,"May 30, 2018",6.0,Low
FINANCE,26,36M,"1,000+",0,Everyone,"February 21, 2018",1.0.38,Low
TOOLS,12,2.0M,"1,000+",0,Everyone,"October 20, 2017",1.8.6,Low
MEDICAL,214,68M,"1,000+",$33.99,Everyone,"October 2, 2017",2.1.35,Low
FAMILY,6,2.9M,100+,0,Everyone,"December 21, 2017",1.0,Low
MEDICAL,1288,38M,"100,000+",0,Everyone,"July 10, 2018",1.0.0.10,Low
FAMILY,267,1.5M,"10,000+",0,Everyone,"March 8, 2017",2.1.0,Low
BUSINESS,84,2.1M,"10,000+",0,Everyone,"October 28, 2014",1.0,Low
TRAVEL_AND_LOCAL,421,53M,"100,000+",0,Everyone,"March 9, 2018",4.4.15,Low
HEALTH_AND_FITNESS,136,15M,"10,000+",0,Everyone,"May 12, 2018",1.0.5,Low
TOOLS,11,3.0M,"1,000+",0,Everyone,"March 17, 2018",1.2,Low
FAMILY,37584,34M,"5,000,000+",0,Everyone,"August 31, 2016",1.0.8,Low
GAME,4575,3.8M,"500,000+",0,Everyone,"October 7, 2017",1.24,Low
COMMUNICATION,1434,9.5M,"100,000+",0,Everyone,"March 6, 2014",1.2.5,Low
LIFESTYLE,859,3.5M,"100,000+",0,Everyone,"July 19, 2018",1.7.7,Low
HEALTH_AND_FITNESS,8,7.9M,"1,000+",0,Everyone,"June 28, 2018",1.0060.0060,Low
FINANCE,3,8.4M,500+,0,Everyone,"February 22, 2016",4.4.1255,Low
MEDICAL,45,21M,"5,000+",$3.99,Everyone,"November 15, 2017",2.0.1,Low
FAMILY,76,39M,"5,000+",$1.99,Everyone,"March 29, 2018",1.2,Low
HEALTH_AND_FITNESS,94,30M,"10,000+",0,Everyone,"July 9, 2018",1.0.2,Low
FAMILY,2,82M,500+,$2.99,Everyone,"June 25, 2018",1.5.0,Low
FAMILY,480,19M,"1,000,000+",0,Everyone,"August 31, 2017",2.40,Low
TOOLS,657,21M,"100,000+",0,Everyone,"January 19, 2018",3.49.0202,Low
TRAVEL_AND_LOCAL,12,12M,"1,000+",0,Everyone,"November 3, 2017",1.4,Low
COMICS,125,4.7M,"5,000+",0,Teen,"July 24, 2018",1.0.4,Low
VIDEO_PLAYERS,54,186k,"10,000+",0,Everyone,"April 22, 2013",1.0,Low
FAMILY,1407,1.4M,"100,000+",0,Everyone,"September 25, 2015",2.1,Low
FAMILY,305,8.3M,"100,000+",0,Everyone,"July 7, 2016",3,Low
NEWS_AND_MAGAZINES,61,4.1M,"10,000+",0,Everyone,"February 1, 2017",2.0.0,Low
LIFESTYLE,2160,15M,"100,000+",0,Everyone,"June 25, 2018",1.6.5,Low
LIFESTYLE,777,14M,"50,000+",0,Everyone,"May 4, 2018",3.0.20,Low
